,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
10,0.7771260997067448,0.7770626097132827,0.12832039537969445,0.12832241812465345,0.0011332892245812399,0.002680195271369771,0.002038455181532698,0.0017964546097354848,0.5467980295566502,0.4444444444444444,0.26024590163934425,0.0,1.0,0.0,0.03265675241157556,0.3624324610657909,0.17737218917011194,0.004231473010064044,0.2220982142857143,1.0,1.0,0.3977307637167961,0.1962064115971296,0.37095827365158385,0.9112825944419226,0.5726386349786715,0.3642451759364359,1
200,0.6152492668621701,0.6173200702165009,0.06103019708226005,0.06103008207498798,0.00044545472411285726,0.0009572125969177754,0.0005509338328466751,0.000606410193143674,0.4039408866995074,0.4074074074074074,0.9426229508196722,1.0,0.0,0.23076923076923078,0.7480908360128619,0.38521029770102766,0.908339215488555,0.0050320219579139975,0.8308644480519481,1.0,1.0,0.31623896614578,0.25206447657855835,0.24453471716721067,0.5456700458970092,0.49439366240097504,0.11157775255391598,1
720,0.21524926686217008,0.2445874780573435,0.022799426450606307,0.02279989708091598,0.0023124340825270385,0.01091222360486264,0.003140322847226048,0.0040230644653116805,0.6059113300492611,0.49074074074074076,0.2725409836065574,0.0,1.0,0.0,0.5423030546623794,0.679521135713529,0.32166985983664415,0.04448764867337602,0.46641639610389607,0.2752206809583859,0.0,0.4606467733016568,0.5190580938300098,0.2947613121375068,0.16053865940384326,0.6280316879951249,0.9885357548240635,1
312,0.0,0.004681100058513751,0.05150961236744487,0.051513370657214744,0.0020110970632742234,0.001052933856609553,0.0031954162305107155,0.0023108119253596963,0.17733990147783252,0.37037037037037035,0.2581967213114754,0.0,1.0,0.11538461538461539,0.0,0.597097150121835,0.19673288292830493,0.008462946020128087,0.921976461038961,1.0,1.0,0.44831752923587365,0.2806245717788756,0.41580764082936106,0.9015988298784485,0.41584399756246193,0.9288308740068104,1
228,0.6604105571847507,0.6612053832650673,0.21190907917344293,0.21190879847771296,0.00037339587168283626,0.0008614913372259979,0.0004958404495620076,0.0005768186870619724,0.5024630541871922,0.4537037037037037,0.8790983606557377,1.0,0.0,0.23076923076923078,0.6334405144694534,0.2781014938023096,0.7983261066854896,0.0037740164684354977,0.7233157467532467,1.0,1.0,0.3010219755463166,0.21712163282968522,0.23481344072134688,0.6006960205779998,0.558988421694089,0.07514188422247446,1
803,0.02287390029325513,0.12521942656524282,0.07840122703598512,0.07841222251956909,0.104387073952035,0.07112089595099072,0.02545314307751639,0.1593374919033153,0.15270935960591134,0.48148148148148145,0.35040983606557374,0.0,1.0,0.0,0.05606913183279743,0.4264222904968747,0.8309972774024403,0.14467063129002744,0.22920048701298704,0.28730559058427907,0.0,0.7990251295389845,0.7038693159280228,0.5102965693756311,0.4152922782064861,0.5511273613650213,1.0,0
439,0.7173020527859237,0.7203042715038034,0.036222832029868146,0.03622353683382315,0.0012512037103758196,0.0016272614147602182,0.0011018676656933501,0.0016200271172075557,0.3251231527093596,0.4074074074074074,0.2725409836065574,0.0,1.0,0.0,0.18468649517684887,0.24801356075855494,0.5678128466270042,0.008348581884720952,0.6262175324675325,1.0,1.0,0.4064554447334467,0.2806245717788756,0.3104703313217649,0.7159933424118626,0.4686776355880561,0.3382519863791147,1
241,0.7988269794721408,0.8004681100058514,0.35754570884712994,0.3575457489107959,0.0007336901338329414,0.0011486551163013305,0.0007713073659853452,0.0010834114675627056,0.5024630541871922,0.4027777777777778,0.8995901639344263,0.0,1.0,0.0,0.3546020900321543,0.25426422290496875,0.6639104567913683,0.005146386093321135,0.7101258116883118,1.0,1.0,0.3596166055665923,0.25206447657855835,0.27616408763237604,0.6679275735108691,0.5341864716636198,0.16685584562996597,1
883,0.02287390029325513,0.1117612638970158,0.17997852010138488,0.1799908281787166,0.07195403955375917,0.07207810854790848,0.024406368795107707,0.10984090985167667,0.21674876847290642,0.4861111111111111,0.36270491803278687,0.0,1.0,0.0,0.055868167202572344,0.6100222481195042,0.9392961581123324,0.1253430924062214,0.1950081168831169,0.34205548549810844,1.0,0.7659286869969484,0.6823050016227327,0.5213093197454622,0.5301861098502042,0.5511882998171846,1.0,0
545,0.05395894428152493,0.0649502633118783,0.2248883175814614,0.22488778781907676,0.0004913103574774161,0.0022015889729108833,0.0004958404495620076,0.0005566308957409282,0.37438423645320196,0.2962962962962963,0.26024590163934425,1.0,0.0,0.11538461538461539,0.13655546623794212,0.5527068545396759,0.2984773621054755,0.01772644098810613,0.9188311688311689,0.6847414880201765,0.0,0.3247178814999898,0.38249612347192674,0.19844083875361024,0.14898875271094972,0.41371115173674594,0.183427922814983,1
298,0.9354838709677419,0.946752486834406,0.2514741241195828,0.2514867141954281,0.009295591963472712,0.02268593854695128,0.011183956806787505,0.014035605052262224,0.5123152709359606,0.4166666666666667,0.9528688524590164,0.0,1.0,0.11538461538461539,0.08309887459807073,0.7314334145566268,0.1517596047191691,0.016582799634034768,0.10004058441558442,0.8248213535098782,1.0,0.5840211358469699,0.40763044967725653,0.5237278981848921,0.9240934079790185,0.5452163315051798,1.0,1
713,0.6175953079178885,0.6196606202457577,0.01341655612179528,0.013417032044725481,0.00043235311458012616,0.002297310232602661,0.0009365875158393477,0.0007304702098943644,0.5911330049261084,0.48148148148148145,0.2848360655737705,0.0,1.0,0.5576923076923077,0.4457395498392283,0.6591799978811315,0.5518806090551578,0.006633119853613906,0.3756087662337662,1.0,1.0,0.313658426690151,0.25206447657855835,0.2947613121375068,0.7239622736672215,0.6096282754418038,0.21316685584563,1
305,0.8005865102639296,0.8039789350497367,0.3210365694951595,0.3210384029523885,0.002299332472994307,0.001052933856609553,0.002038455181532698,0.002341352430178712,0.22167487684729065,0.3287037037037037,0.32786885245901637,0.0,1.0,0.038461538461538464,0.013062700964630226,0.2819154571458841,0.3459715639810427,0.009034766697163769,1.0,0.9723623371164355,1.0,0.46015524197677515,0.29313764379214596,0.3682344377392162,0.8269531447016695,0.36873857404021937,0.735527809307605,1
818,0.02404692082111437,0.1269748390871855,0.09843145812378694,0.09844155590898736,0.0743254308791835,0.056762706997224084,0.019613244449341635,0.11235196051060964,0.1330049261083744,0.49074074074074076,0.35450819672131145,0.0,1.0,0.0,0.058882636655948555,0.5754846911749126,0.7647474034486236,0.14535681610247025,0.2923092532467532,0.35540142917192097,0.0,0.7688164335306286,0.7047347733583356,0.5024772817996102,0.38215564634084837,0.5457647775746496,1.0,0
1103,0.0017595307917888563,0.4517261556465769,0.0009901898041071281,0.000999133826155549,0.09422677575940204,0.08126734947831914,0.023304501129414356,0.12471284160935002,0.1330049261083744,0.4027777777777778,0.26844262295081966,0.0,1.0,0.038461538461538464,0.0044212218649517685,0.8991418582476958,0.15206211555914084,0.649245196706313,0.9069602272727273,0.2539932744850778,0.0,0.7899113195568025,0.9329631098770329,0.4907366097635429,0.07570484692590912,0.4778184034125533,1.0,0
805,0.02404692082111437,0.03159742539496782,0.07984291695991746,0.07984303308632593,0.000825401400562059,0.0034459653489039917,0.0014324279654013552,0.001361209279758271,0.5911330049261084,0.44907407407407407,0.35450819672131145,0.0,1.0,0.0,0.058882636655948555,0.4896705159444857,0.8220227891499445,0.012122598353156449,0.4393262987012987,0.4940100882723833,0.0,0.3699182829172385,0.33518445061483537,0.26911968441073564,0.41080344984112577,0.5954905545399146,0.3127128263337117,0
139,0.5372434017595308,0.665886483323581,0.06474526223027038,0.06475288098091267,0.011470459145906074,0.023643151143869053,0.007217233210291444,0.017482886101861727,0.4975369458128079,0.4537037037037037,0.26844262295081966,0.0,1.0,0.0,0.3196342443729904,0.9826252781014938,0.46909347584955124,0.18858645928636777,0.90625,0.8009667927700714,0.0,0.6026993261924755,0.740362770906206,0.4765303965999013,0.2342764916527967,0.5503351614868982,1.0,1
869,0.02287390029325513,0.11059098888238736,0.1527969719273777,0.15280784486454962,0.07538666125133472,0.06671771800516894,0.023579968045837695,0.11480184388729207,0.19704433497536947,0.48148148148148145,0.35860655737704916,0.0,1.0,0.0,0.055868167202572344,0.524419959741498,0.9606735908036704,0.12385635864592862,0.2089082792207792,0.31168558217738546,0.0,0.7700862227865729,0.6802856009520032,0.5096156103975391,0.480153326272255,0.5498476538695917,1.0,0
225,0.6539589442815249,0.6588648332358105,0.06530063235802969,0.06530075668734316,0.0009040110577584456,0.0018187039341437733,0.0007162139827006776,0.001172099713195327,0.2857142857142857,0.4537037037037037,0.9487704918032787,1.0,0.0,0.4230769230769231,0.6658963022508039,0.3531094395592754,0.9327417565796108,0.008462946020128087,0.7101258116883118,1.0,0.0,0.37788518647469643,0.31556741552774875,0.26911968441073564,0.466182478438493,0.46983546617915906,0.26322360953461976,1
513,0.011730205278592375,0.01579871269748391,0.08398659698162943,0.08398735542515808,0.0010219255435530254,0.0015315401550684408,0.0011569610489780178,0.0015246958804137358,0.5221674876847291,0.4074074074074074,0.29918032786885246,0.0,1.0,0.0,0.0292403536977492,0.36772963237631107,0.49581526671372395,0.007433668801463861,0.6054180194805194,1.0,1.0,0.38865791467835425,0.26699361725145154,0.31521356282433605,0.7520048418822818,0.5393662400975016,0.31997729852440404,1
501,0.7642228739002933,0.7671152720889409,0.7817566231433337,0.7817590025390522,0.002260027644396114,0.003924571647362879,0.0027546691642333756,0.003253340216737508,0.46798029556650245,0.4166666666666667,0.2766393442622951,0.0,1.0,0.0,0.06933279742765273,0.4076703040576332,0.2490672582434204,0.008348581884720952,0.2685673701298701,0.9176124422026061,1.0,0.45861920658651967,0.2806245717788756,0.3926315542301641,0.8754224037928079,0.5201706276660573,0.8312145289443813,1
141,0.04516129032258064,0.06436512580456408,0.10094778763329648,0.10094853650948138,0.002495856615985274,0.007561979515650426,0.0031954162305107155,0.003360490801441512,0.4729064039408867,0.3425925925925926,0.305327868852459,0.0,1.0,0.0,0.11243971061093248,0.5609704417840873,0.5912070182514874,0.02904849039341262,0.4488636363636363,0.34100462379150903,0.0,0.4674053290187806,0.4569615232050774,0.31521356282433605,0.2953548191859586,0.48659354052407067,0.9637911464245176,1
245,0.6557184750733138,0.6588648332358105,0.21490301732300318,0.21490297668389585,0.0007598933528984035,0.0013400976356848855,0.0006611205994160102,0.001196601135140526,0.5073891625615764,1.0,0.26844262295081966,0.0,1.0,0.0,0.33741961414790994,0.2580781862485433,0.9224563880205707,0.008348581884720952,0.7463474025974026,1.0,1.0,0.36268867634710306,0.2806245717788756,0.2615586916195083,0.5386089675694761,0.5689823278488726,0.17582292849035186,1
647,0.9835777126099706,0.9853715623171445,0.16531753843069422,0.16531744517959227,0.000609224843271996,0.0011486551163013305,0.0006060272161313426,0.00047139355460763046,0.11822660098522167,0.25925925925925924,0.9528688524590164,1.0,0.0,0.11538461538461539,0.00472266881028939,0.2969594236677614,0.9160028234345063,0.005718206770356815,0.7825689935064934,1.0,1.0,0.34339607184549537,0.26699361725145154,0.25341066522647754,0.541836889090634,0.28567946374162095,0.14097616345062428,1
1106,0.0005865102639296188,0.14394382679929785,0.008731849542077506,0.008740789197267406,0.1025069929840881,0.09007370536996268,0.02964024020715112,0.14941950609964624,0.11330049261083744,0.47685185185185186,0.3094262295081967,0.0,1.0,0.0,0.0014067524115755627,0.5180633541688738,0.4897650499142886,0.20494053064958828,0.2533482142857143,0.18894493484657418,0.0,0.7974071722612488,0.7555443366629403,0.4907366097635429,0.24461592777525598,0.5262644728823888,1.0,0
644,0.0,0.00994733762434172,0.11221740145766125,0.11221661292263042,0.0003275402383182774,0.0018187039341437733,0.00016528014985400254,0.0004653544717338138,0.27586206896551724,0.5277777777777778,0.9487704918032787,1.0,0.0,0.11538461538461539,0.0,0.18497722216336476,0.13572653020066552,0.012465690759377859,1.0,0.7372845733501471,0.0,0.28979867696151723,0.36825213659803113,0.1120294925681546,0.06753417057547789,0.5160877513711152,0.05641316685584561,1
847,0.02287390029325513,0.11000585137507314,0.12733141430337552,0.12734238218677912,0.0753539072275029,0.055039724322772085,0.019172497383064296,0.1138750172113862,0.1330049261083744,0.4861111111111111,0.35860655737704916,0.0,1.0,0.0,0.055868167202572344,0.5247377900201293,0.9736815569224564,0.12305580969807868,0.2544642857142857,0.39775115594787724,0.0,0.7700452618428328,0.6792759006166385,0.5102965693756311,0.48665960558833915,0.545642900670323,1.0,0
738,0.6357771260997067,0.6395552954944412,0.014413111892253683,0.014413184344018561,0.0006943853052347481,0.0013400976356848855,0.0008814941325546802,0.0018626257035100186,0.9605911330049262,0.8101851851851852,0.32786885245901637,0.0,1.0,0.0,0.4202170418006431,0.38234982519334676,1.0,0.009034766697163769,0.809760551948052,0.7527322404371585,0.5,0.35480369467712536,0.29313764379214596,0.2615586916195083,0.4998234730418117,0.962096282754418,0.1956867196367764,0
477,0.05747800586510264,0.09596255119953188,0.03133094950725003,0.03134616179585904,0.05262261468821445,0.017899875562362402,0.01173489063963418,0.06745690079098182,0.39408866995073893,0.44907407407407407,0.2725409836065574,0.0,1.0,0.6153846153846154,0.14479501607717044,0.45439135501642125,0.3428456186346678,0.05718206770356815,0.3612012987012987,0.9361076082387558,1.0,0.7381162061973907,0.556813674227399,0.5408223166694062,0.8285166691884804,0.46276660572821454,1.0,1
751,0.5020527859237537,0.5032182562902282,0.041301825614102214,0.04130156057145072,0.00036029426215010516,0.0007657700775342204,0.0005509338328466751,0.0008280445346127447,0.7931034482758621,0.6759259259259259,0.32786885245901637,0.0,1.0,0.0,0.7577371382636656,0.22068015679627082,0.8879701522637895,0.004917657822506862,0.7970779220779222,0.808953341740227,1.0,0.2979703852376759,0.21712163282968522,0.2240589851363092,0.5558581731981642,0.8218769043266301,0.06617480136208855,0
482,0.12082111436950146,0.12638970157987128,0.010593048590373595,0.01059328436054589,0.0006681820861692859,0.002584474011677994,0.0009365875158393477,0.001012064017039186,0.5320197044334976,0.4074074074074074,0.2766393442622951,0.0,1.0,0.6153846153846154,0.30395900321543406,0.5348024155101176,0.9327417565796108,0.010064043915827997,0.47524350649350644,0.8248213535098782,1.0,0.3514448972904336,0.3047491976488406,0.27616408763237604,0.5334644676451304,0.547775746496039,0.26322360953461976,1
361,0.0,0.009362200117027502,0.06741477784147326,0.06742666592209078,0.010553346478614898,0.00976356848856131,0.009420968541678145,0.012468031683444389,0.35467980295566504,0.3101851851851852,0.9426229508196722,1.0,0.0,0.15384615384615385,0.0,0.5253734505773917,0.11767671674901684,0.011893870082342177,0.18049918831168832,0.9266498528793611,1.0,0.5952853953755094,0.3606072626302694,0.5175523046939207,0.9411408685126343,0.4266301035953686,1.0,1
148,0.17653958944281525,0.19660620245757754,0.07226282383630538,0.07226552285626406,0.008031286643564162,0.006413324399349095,0.003470883146934053,0.010738006985320887,0.270935960591133,0.41203703703703703,0.8995901639344263,0.0,1.0,0.0,0.36304260450160775,0.3342515096938235,0.8465261671876576,0.025045745654162854,0.5588474025974026,0.7044976881042455,1.0,0.5710365166813444,0.46521942951931056,0.3904477892314556,0.5765874817168508,0.48281535648994517,0.9998864926220205,1
735,0.5002932551319648,0.507899356348742,0.010353478742749044,0.010360725265273294,0.0058302162420653374,0.00545611180243132,0.005674618478320754,0.01565675371343206,0.33497536945812806,0.9212962962962963,0.32786885245901637,0.0,1.0,0.0,0.7461816720257235,0.5717766712575485,0.17948976504991426,0.013952424519670631,0.31209415584415584,0.9798234552332913,1.0,0.5426096217256846,0.35256572067361436,0.47164627703289735,0.9102234326927927,0.9692870201096893,1.0,0
71,0.32609970674486805,0.32767700409596257,0.09185887990257977,0.09185906983291926,0.0006943853052347481,0.0009572125969177754,0.0007713073659853452,0.0009697904369224696,0.42857142857142855,0.41203703703703703,0.8176229508196722,0.0,1.0,0.3076923076923077,0.6871985530546624,0.10594342621040366,0.52939396995059,0.0038883806038426346,0.6618303571428571,1.0,1.0,0.35480369467712536,0.21712163282968522,0.27616408763237604,0.7352095627175065,0.5058500914076782,0.1246311010215664,1
101,0.7073313782991202,0.7080163838502048,0.02435336689513771,0.024354400721561732,0.0008647062291602523,0.0009572125969177754,0.0013222411988320203,0.0012585448709033881,0.49261083743842365,0.37962962962962965,0.2581967213114754,0.0,1.0,0.5576923076923077,0.2064911575562701,0.34961330649433203,0.31430876273066455,0.0050320219579139975,0.6618303571428571,1.0,1.0,0.3739938968193827,0.21712163282968522,0.32824570878437076,0.842790134664851,0.526508226691042,0.24619750283768443,1
1006,0.02404692082111437,0.11995318899941486,0.14339871046473004,0.14340306157682964,0.04362835974399455,0.02527041255862927,0.007162139827006776,0.059152299113359105,0.2019704433497537,0.4027777777777778,0.26844262295081966,0.0,1.0,0.0,0.06069131832797428,0.4323551223646573,0.39376827669658165,0.13975297346752058,0.6262175324675325,0.4865489701555275,0.0,0.7214451020951522,0.6939165554794273,0.4287928241012516,0.1966005951480305,0.48951858622790984,1.0,0
527,0.2821114369501466,0.2919836161497952,0.10767604999362597,0.10767719798361755,0.001578743948694097,0.003924571647362879,0.001818081648394028,0.002335917255592277,0.5123152709359606,0.41203703703703703,0.7684426229508197,0.0,1.0,0.0,0.6033963022508039,0.6260197054772751,0.8132499747907633,0.013952424519670631,0.5044642857142857,0.7836275746111812,1.0,0.42693591660351854,0.37553640330316257,0.3361119590485359,0.5932314520603218,0.5346739792809262,0.8580022701475596,1
1010,0.02287390029325513,0.12638970157987128,0.14740209748115635,0.1474063657532477,0.04351044525819997,0.023930314922944385,0.006170458927882761,0.05950316982832785,0.19704433497536947,0.41203703703703703,0.26844262295081966,0.0,1.0,0.0,0.05767684887459807,0.47017692552177137,0.3592820409398003,0.15073193046660566,0.7140827922077921,0.5629466162253047,0.0,0.7211993364327114,0.7056002307886481,0.42724305539249063,0.17935138951934235,0.49372333942717855,1.0,0
841,0.02404692082111437,0.11293153891164423,0.12132121683109931,0.12133549195878177,0.09372236379239189,0.07571551641619603,0.025783703377224396,0.14334927881272322,0.15270935960591134,0.48148148148148145,0.35860655737704916,0.0,1.0,0.0,0.058782154340836015,0.5479394003602077,0.8195018654835131,0.12557182067703568,0.18496347402597405,0.3748423707440101,1.0,0.7894402687037909,0.6823050016227327,0.5350693873717332,0.5900539668129319,0.552224253503961,1.0,0
999,0.02404692082111437,0.12580456407255705,0.13682186140533784,0.1368262968090652,0.04338597996763902,0.03340671963243036,0.009476061924962812,0.059192157060326295,0.20689655172413793,0.4027777777777778,0.26844262295081966,0.0,1.0,0.0,0.06069131832797428,0.4796058904544973,0.3768276696581628,0.14821591948764865,0.4998985389610389,0.36223203026481715,0.0,0.7209535707702706,0.7029677977714471,0.43029563012186817,0.18812730115499068,0.4925655088360756,1.0,0
309,0.0,0.0005851375073142189,0.022582580685400228,0.022586274710310418,0.00095641749588937,0.0005743275581506652,0.003140322847226048,0.001211957660162517,0.30049261083743845,0.3888888888888889,0.2581967213114754,0.0,1.0,0.11538461538461539,0.0,0.5188049581523467,0.07855198144600181,0.002516010978956999,0.6195211038961039,1.0,1.0,0.38284146066725383,0.14352169052684724,0.4140700213680231,0.9607101427346547,0.45923217550274226,0.40930760499432467,1
548,0.31730205278592377,0.3329432416617905,0.23950473748769313,0.23950597228034184,0.0034522741118746436,0.004307456686129989,0.0017078948818246929,0.004989835360797242,0.4482758620689655,0.4444444444444444,0.26024590163934425,1.0,0.0,0.11538461538461539,0.8029541800643087,0.4555567327047357,0.9055157809821519,0.025274473924977125,0.6762378246753247,0.9015342580916351,0.0,0.4961394310524914,0.43420720493310744,0.34339117571089767,0.4525142482473395,0.5221206581352834,0.9827468785471055,1
772,0.0,0.13224107665301346,0.024318877862247255,0.024334738760630855,0.16587292748914204,0.0976356848856131,0.03261528290452317,0.26202795508716814,0.11822660098522167,0.5138888888888888,0.35450819672131145,0.0,1.0,0.0,0.0,0.50132429282763,0.9079358677019259,0.18618481244281793,0.2137784090909091,0.31956704497688104,0.0,0.8402113584696992,0.7431033861021961,0.5447906638175969,0.4537751550915418,0.5703839122486289,1.0,0
250,0.6844574780058651,0.695143358689292,0.0231554370751624,0.02315655215911297,0.002941311340098131,0.002967359050445104,0.0014324279654013552,0.0036762485631296393,0.12315270935960591,0.4398148148148148,0.26024590163934425,0.0,1.0,0.0,0.24045418006430871,0.3242928276300456,0.9611777755369567,0.01944190301921317,0.7540584415584416,0.9611181168558217,1.0,0.4819464640465316,0.3955501063791425,0.33226101862070584,0.5192414384425279,0.45179768433881784,0.8982973893303065,1
328,0.020527859237536656,0.028086600351082503,0.3040602294552135,0.3040609443430322,0.001637701191591387,0.0018187039341437733,0.0012120544322626852,0.00234687387737763,0.42857142857142855,0.4166666666666667,0.3094262295081967,0.0,1.0,0.0,0.051045016077170415,0.37662888017798496,0.7369164061712211,0.012351326623970723,0.8067167207792207,1.0,1.0,0.43017183115898994,0.33518445061483537,0.319745462230258,0.631411711302769,0.517976843388178,0.5956867196367764,1
586,0.5747800586510264,0.5781158572264482,0.040413733017173124,0.040414113129927126,0.00047165794317831946,0.0019144251938355509,0.0009365875158393477,0.0005701756959007741,0.39408866995073893,0.36574074074074076,0.26844262295081966,1.0,0.0,1.0,0.5415996784565917,0.6751774552389024,0.7034385398810123,0.008348581884720952,0.5387581168831169,0.9415720891130728,1.0,0.3211747598664673,0.2806245717788756,0.2889379388076173,0.6481565541937762,0.44058500914076787,0.25300794551645855,1
224,0.6052785923753665,0.609713282621416,0.03207552582479152,0.03207558831367178,0.0007140377195338448,0.002105867713219106,0.0008814941325546802,0.0012463804325432717,0.5812807881773399,0.49074074074074076,0.9487704918032787,1.0,0.0,0.4230769230769231,0.7657757234726689,0.4132853056467846,0.9280024200867197,0.00777676120768527,0.5772118506493507,0.7527322404371585,0.0,0.357240870829664,0.3047491976488406,0.2615586916195083,0.46381197357139253,0.6296770262035345,0.21645856980703743,1
947,0.07096774193548387,0.09069631363370392,0.037607711747754305,0.03760801286150107,0.0014870326819649794,0.0046903417248971,0.0016528014985400254,0.002396998265230308,0.5714285714285714,0.4537037037037037,0.26844262295081966,0.0,1.0,0.0,0.17905948553054662,0.6604513189956563,0.41625491580114954,0.030306495882891117,0.7413758116883117,0.49148802017654475,0.0,0.42165195486103996,0.46114456745158855,0.28273886397257375,0.20784788419831546,0.5821450335161487,0.869239500567537,0
